Employee_ID,Hire_Date,Age,Gender,Marital_Status,Region,Education_Level,Department,Employment_Type,Shift,Tenure_Years,Monthly_Salary_PHP,Performance_Score,Performance_Rating,Training_Hours_YTD,Absences_YTD,Overtime_Hours_Monthly,Distance_Office_KM,Job_Satisfaction_Score,Work_Life_Balance_Score,Num_Promotions,Prev_Companies,Attrition,Hire_Year,Salary_Bracket,Age_Group,High_Performer,Engagement_Score,Promotion_Rate,Overtime_Intensity,Cluster
EMP05662,2013-10-26,41.0,Male,Single,Region VII,Master,HR,Regular,Graveyard,15.7,51500.0,3.3,Meets Expectations,57.0,13,6,274.0,5.5,4.5,3,4,0,2013,High,Mid-Career (31-45),0,5.0,0.1910828025477707,Low,3
EMP02041,2023-01-29,45.0,Female,Married,NCR,Bachelor,HR,Regular,Night,25.1,44500.0,5.0,Outstanding,74.0,10,19,9.0,4.2,4.8,8,1,0,2023,High,Mid-Career (31-45),1,4.5,0.3187250996015936,Moderate,1
EMP05210,2016-03-08,38.0,Female,Single,NCR,High School,Operations,Project-based,Afternoon,5.0,24500.0,3.8,Exceeds Expectations,26.0,12,31,14.0,2.1,6.0,1,1,1,2016,Low,Mid-Career (31-45),0,4.05,0.2,Very High,3
EMP03761,2018-03-31,43.0,Female,Single,Region IV-A,Vocational,Operations,Contractual,Night,6.7,28000.0,2.9,Meets Expectations,39.0,10,30,53.0,2.9,5.1,1,3,1,2018,Medium,Mid-Career (31-45),0,4.0,0.14925373134328357,High,3
EMP03121,2015-03-16,44.0,Female,Married,Region III,Bachelor,Marketing,Regular,Graveyard,19.3,52000.0,3.7,Exceeds Expectations,51.0,10,23,79.0,3.4,2.2,5,0,1,2015,High,Mid-Career (31-45),0,2.8,0.25906735751295334,High,3
EMP02525,2018-03-05,41.0,Male,Married,NCR,Bachelor,Finance,Regular,Night,23.9,60500.0,3.2,Meets Expectations,37.0,9,19,13.0,4.2,4.8,5,0,0,2018,Very High,Mid-Career (31-45),0,4.5,0.2092050209205021,Moderate,3
EMP04522,2011-10-09,49.0,Female,Single,Region VII,Bachelor,Finance,Regular,Graveyard,30.0,63500.0,4.2,Exceeds Expectations,37.0,10,24,124.0,6.9,5.5,8,0,0,2011,Very High,Senior (46+),1,6.2,0.26666666666666666,High,1
EMP01154,2020-01-16,45.0,Female,Single,Region I,High School,Finance,Regular,Night,25.1,55000.0,4.0,Exceeds Expectations,49.0,13,20,264.0,5.1,5.3,6,0,0,2020,High,Mid-Career (31-45),1,5.199999999999999,0.2390438247011952,Moderate,1
EMP03249,2017-03-08,44.0,Male,Single,Region III,Vocational,HR,Contractual,Graveyard,9.3,27000.0,4.7,Outstanding,45.0,6,16,49.0,6.0,4.3,3,2,1,2017,Medium,Mid-Career (31-45),1,5.15,0.3225806451612903,Moderate,3
EMP01482,2013-02-07,55.0,Male,Single,NCR,Bachelor,IT,Regular,Morning,28.0,70000.0,2.6,Meets Expectations,25.0,12,5,7.0,4.1,6.5,5,1,0,2013,Very High,Senior (46+),0,5.3,0.17857142857142858,Low,1
EMP05256,2020-09-06,56.0,Male,Single,Region I,Master,IT,Regular,Night,28.7,78500.0,1.0,Needs Improvement,36.0,15,0,220.0,1.8,4.9,2,3,1,2020,Very High,Senior (46+),0,3.35,0.06968641114982578,Low,2
EMP05329,2009-03-14,30.0,Male,Widowed,CAR,Bachelor,Operations,Regular,Night,6.6,30000.0,4.7,Outstanding,54.0,7,18,247.0,6.5,4.2,2,0,0,2009,Medium,Young (18-30),1,5.35,0.30303030303030304,Moderate,3
EMP04579,2019-07-16,42.0,Male,Single,Region IV-A,Master,Marketing,Regular,Night,19.6,65500.0,4.4,Exceeds Expectations,32.0,17,19,58.0,4.2,5.9,5,0,1,2019,Very High,Mid-Career (31-45),1,5.050000000000001,0.25510204081632654,Moderate,2
EMP05148,2016-01-07,42.0,Male,Married,Region I,Bachelor,Sales,Project-based,Morning,5.1,29500.0,3.8,Exceeds Expectations,46.0,10,0,257.0,6.3,5.3,1,1,1,2016,Medium,Mid-Career (31-45),0,5.8,0.19607843137254904,Low,3
EMP04563,2012-08-19,32.0,Female,Married,NCR,Bachelor,Operations,Regular,Afternoon,7.6,27000.0,5.0,Outstanding,43.0,7,17,5.0,5.0,5.2,2,2,0,2012,Medium,Mid-Career (31-45),1,5.1,0.2631578947368421,Moderate,3
EMP04316,2008-10-28,33.0,Male,Single,Region III,Vocational,IT,Contractual,Graveyard,7.2,43500.0,1.3,Needs Improvement,13.0,13,21,46.0,3.0,2.2,0,1,1,2008,High,Mid-Career (31-45),0,2.6,0.0,High,2
EMP02763,2023-04-11,36.0,Male,Single,Region XI,Bachelor,Operations,Regular,Afternoon,11.0,36000.0,3.0,Meets Expectations,50.0,17,24,296.0,4.4,6.1,2,1,1,2023,Medium,Mid-Career (31-45),0,5.25,0.18181818181818182,High,2
EMP04539,2017-07-14,34.0,Female,Married,Region III,Master,IT,Regular,Morning,13.1,67000.0,3.3,Meets Expectations,38.0,10,17,73.0,3.4,3.7,3,0,1,2017,Very High,Mid-Career (31-45),0,3.55,0.22900763358778625,Moderate,3
EMP05828,2010-06-04,47.0,Female,Married,NCR,Bachelor,Operations,Regular,Morning,17.9,38000.0,1.0,Needs Improvement,13.0,20,35,8.0,1.0,6.8,1,1,1,2010,Medium,Senior (46+),0,3.9,0.0558659217877095,Very High,2
EMP01751,2023-01-06,58.0,Male,Single,CAR,Bachelor,Operations,Regular,Graveyard,23.4,50000.0,4.0,Exceeds Expectations,38.0,11,13,298.0,4.1,1.3,6,0,1,2023,High,Senior (46+),1,2.6999999999999997,0.25641025641025644,Moderate,3
EMP04620,2018-04-13,58.0,Male,Single,Region VII,High School,Operations,Regular,Night,23.9,38000.0,2.9,Meets Expectations,26.0,12,32,251.0,4.2,3.4,4,2,1,2018,Medium,Senior (46+),0,3.8,0.1673640167364017,Very High,3
EMP02786,2018-02-19,40.0,Female,Widowed,NCR,Master,Customer Service,Regular,Night,17.3,56000.0,2.7,Meets Expectations,26.0,10,5,11.0,3.5,3.9,3,1,0,2018,High,Mid-Career (31-45),0,3.7,0.17341040462427745,Low,3
EMP05294,2010-04-10,50.0,Female,Married,Region VI,High School,Customer Service,Contractual,Afternoon,11.3,30500.0,3.0,Meets Expectations,27.0,9,16,205.0,4.1,5.7,2,0,0,2010,Medium,Senior (46+),0,4.9,0.17699115044247787,Moderate,3
EMP05161,2016-09-16,50.0,Female,Separated,Region I,Vocational,Finance,Contractual,Graveyard,16.8,50500.0,1.0,Needs Improvement,25.0,16,13,300.0,4.4,4.6,1,1,0,2016,High,Senior (46+),0,4.5,0.05952380952380952,Moderate,2
EMP01406,2012-09-21,58.0,Female,Single,Region III,Vocational,Customer Service,Regular,Afternoon,30.0,44500.0,3.3,Meets Expectations,38.0,14,34,42.0,2.5,5.8,6,1,0,2012,High,Senior (46+),0,4.15,0.2,Very High,1
EMP01758,2016-04-09,58.0,Female,Widowed,Region IV-A,Master,HR,Regular,Graveyard,30.0,63500.0,4.0,Exceeds Expectations,61.0,30,7,60.0,3.9,6.3,8,1,0,2016,Very High,Senior (46+),1,5.1,0.26666666666666666,Low,2
EMP03712,2010-12-30,45.0,Male,Single,Region IV-A,Vocational,Finance,Contractual,Afternoon,14.4,46000.0,3.3,Meets Expectations,25.0,11,28,59.0,2.3,5.6,3,0,1,2010,High,Mid-Career (31-45),0,3.9499999999999997,0.20833333333333331,High,3
EMP03671,2010-02-20,32.0,Female,Single,Region IV-A,High School,IT,Regular,Graveyard,12.6,50000.0,3.7,Exceeds Expectations,57.0,10,24,26.0,3.7,2.1,3,1,1,2010,High,Mid-Career (31-45),0,2.9000000000000004,0.2380952380952381,High,3
EMP05037,2023-12-13,50.0,Male,Single,Region IV-A,Bachelor,Legal/Compliance,Contractual,Morning,14.3,46000.0,4.3,Exceeds Expectations,36.0,8,13,21.0,6.6,5.0,4,1,0,2023,High,Senior (46+),1,5.8,0.2797202797202797,Moderate,3
EMP01098,2012-12-04,50.0,Male,Single,CAR,Bachelor,Sales,Regular,Night,18.6,43500.0,3.2,Meets Expectations,30.0,9,20,137.0,3.7,5.4,4,2,0,2012,High,Senior (46+),0,4.550000000000001,0.2150537634408602,Moderate,3
EMP02334,2020-02-05,46.0,Female,Single,NCR,Bachelor,Legal/Compliance,Project-based,Night,7.8,49000.0,4.6,Outstanding,42.0,8,14,11.0,8.1,4.8,2,1,1,2020,High,Senior (46+),1,6.449999999999999,0.25641025641025644,Moderate,3
EMP05935,2016-12-22,35.0,Male,Married,NCR,High School,Finance,Contractual,Morning,7.1,34000.0,3.7,Exceeds Expectations,53.0,11,17,10.0,5.7,4.8,1,0,1,2016,Medium,Mid-Career (31-45),0,5.25,0.14084507042253522,Moderate,3
EMP03792,2016-05-25,52.0,Male,Single,CAR,Vocational,Legal/Compliance,Regular,Night,24.8,48500.0,4.1,Exceeds Expectations,48.0,7,11,38.0,5.1,7.8,7,1,0,2016,High,Senior (46+),1,6.449999999999999,0.282258064516129,Moderate,1
EMP03855,2013-04-02,42.0,Female,Married,Region I,Bachelor,Operations,Regular,Afternoon,19.4,40000.0,2.9,Meets Expectations,32.0,11,29,174.0,2.4,4.7,4,1,0,2013,Medium,Mid-Career (31-45),0,3.55,0.2061855670103093,High,3
EMP01187,2014-11-24,58.0,Female,Single,Region IV-A,Master,Marketing,Regular,Morning,27.4,71500.0,3.3,Meets Expectations,34.0,10,27,29.0,4.5,2.9,6,1,0,2014,Very High,Senior (46+),0,3.7,0.21897810218978103,High,1
EMP05057,2010-09-21,28.0,Female,Single,Region IV-A,Bachelor,Marketing,Contractual,Afternoon,5.3,35500.0,5.0,Outstanding,53.0,6,17,24.0,5.8,6.0,2,1,0,2010,Medium,Young (18-30),1,5.9,0.37735849056603776,Moderate,3
EMP03724,2012-11-24,40.0,Female,Married,NCR,Master,Finance,Contractual,Afternoon,11.0,63000.0,5.0,Outstanding,54.0,5,17,7.0,4.9,5.4,3,2,1,2012,Very High,Mid-Career (31-45),1,5.15,0.2727272727272727,Moderate,3
EMP04584,2009-04-30,58.0,Male,Single,Region XI,Master,Customer Service,Contractual,Afternoon,14.1,55000.0,3.0,Meets Expectations,27.0,12,28,300.0,3.6,3.7,3,2,1,2009,High,Senior (46+),0,3.6500000000000004,0.2127659574468085,High,3
EMP03059,2021-01-18,50.0,Female,Separated,Region III,Vocational,IT,Contractual,Afternoon,12.5,46000.0,4.7,Outstanding,59.0,12,13,47.0,5.0,5.3,4,2,1,2021,High,Senior (46+),1,5.15,0.32,Moderate,3
EMP02320,2008-11-18,35.0,Male,Single,Region XI,Master,Operations,Regular,Afternoon,8.9,46000.0,3.0,Meets Expectations,32.0,14,33,284.0,3.1,5.7,1,4,0,2008,High,Mid-Career (31-45),0,4.4,0.11235955056179775,Very High,3
EMP05221,2011-01-22,44.0,Male,Married,NCR,Bachelor,Sales,Regular,Night,12.1,40500.0,2.8,Meets Expectations,40.0,12,27,14.0,4.7,4.7,2,1,0,2011,High,Mid-Career (31-45),0,4.7,0.1652892561983471,High,3
EMP01149,2020-05-29,23.0,Female,Married,NCR,Master,Operations,Project-based,Afternoon,2.2,38500.0,2.6,Meets Expectations,37.0,13,31,38.0,2.0,4.3,0,1,1,2020,Medium,Young (18-30),0,3.15,0.0,Very High,3
EMP01029,2018-01-27,31.0,Female,Single,NCR,Bachelor,HR,Regular,Morning,8.0,33000.0,5.0,Outstanding,51.0,7,19,14.0,4.2,3.1,3,0,1,2018,Medium,Mid-Career (31-45),1,3.6500000000000004,0.375,Moderate,3
EMP05163,2011-11-24,58.0,Female,Married,Region VII,Bachelor,HR,Regular,Night,30.0,54500.0,5.0,Outstanding,50.0,6,26,231.0,3.9,1.9,8,0,0,2011,High,Senior (46+),1,2.9,0.26666666666666666,High,1
EMP05063,2016-12-25,30.0,Female,Married,Region III,Bachelor,Marketing,Project-based,Night,3.5,36500.0,1.0,Needs Improvement,16.0,13,16,28.0,5.2,4.8,0,0,1,2016,Medium,Young (18-30),0,5.0,0.0,Moderate,2
EMP04364,2014-08-17,50.0,Female,Widowed,NCR,Bachelor,Sales,Regular,Graveyard,15.6,33500.0,3.6,Exceeds Expectations,47.0,9,15,8.0,2.2,4.8,3,3,1,2014,Medium,Senior (46+),0,3.5,0.19230769230769232,Moderate,3
EMP01693,2014-02-13,44.0,Female,Single,Region I,Master,Finance,Regular,Graveyard,22.6,64500.0,3.7,Exceeds Expectations,64.0,11,11,119.0,5.6,1.0,6,0,0,2014,Very High,Mid-Career (31-45),0,3.3,0.2654867256637168,Moderate,1
EMP03867,2012-12-15,38.0,Male,Single,NCR,Bachelor,Finance,Regular,Night,17.4,50000.0,4.5,Exceeds Expectations,49.0,14,13,8.0,5.1,4.5,6,1,0,2012,High,Mid-Career (31-45),1,4.8,0.3448275862068966,Moderate,1
EMP04777,2016-02-06,39.0,Female,Married,Region IV-A,Bachelor,Customer Service,Regular,Night,14.2,34500.0,3.5,Exceeds Expectations,40.0,8,27,52.0,4.2,6.4,3,1,1,2016,Medium,Mid-Career (31-45),0,5.300000000000001,0.21126760563380284,High,3
EMP02387,2010-08-13,31.0,Female,Widowed,Region III,High School,Marketing,Regular,Graveyard,10.3,34500.0,3.8,Exceeds Expectations,45.0,9,7,49.0,4.6,2.0,2,1,1,2010,Medium,Mid-Career (31-45),0,3.3,0.1941747572815534,Low,3
EMP05755,2017-09-22,45.0,Male,Married,Region VII,Bachelor,Customer Service,Project-based,Night,8.8,33500.0,3.0,Meets Expectations,27.0,12,26,100.0,2.9,4.3,1,2,1,2017,Medium,Mid-Career (31-45),0,3.5999999999999996,0.11363636363636363,High,3
EMP01130,2011-02-07,46.0,Female,Single,NCR,Bachelor,Finance,Regular,Night,25.1,53000.0,1.0,Needs Improvement,26.0,15,5,9.0,1.5,4.5,1,3,1,2011,High,Senior (46+),0,3.0,0.0398406374501992,Low,2
EMP02600,2022-05-31,57.0,Female,Married,Region III,Bachelor,Customer Service,Contractual,Night,14.1,32500.0,4.0,Exceeds Expectations,32.0,9,21,36.0,6.3,8.7,3,1,0,2022,Medium,Senior (46+),1,7.5,0.2127659574468085,High,3
EMP04630,2012-10-01,48.0,Female,Single,NCR,PhD,IT,Contractual,Night,14.7,79500.0,3.1,Meets Expectations,36.0,21,9,6.0,2.1,4.8,3,0,1,2012,Very High,Senior (46+),0,3.45,0.20408163265306123,Low,2
EMP05527,2019-08-02,58.0,Female,Married,Region VI,Bachelor,Marketing,Contractual,Morning,14.5,56500.0,4.7,Outstanding,65.0,11,25,116.0,3.6,3.7,4,1,1,2019,High,Senior (46+),1,3.6500000000000004,0.27586206896551724,High,3
EMP01702,2011-09-14,49.0,Male,Widowed,NCR,Bachelor,Operations,Regular,Afternoon,16.9,47500.0,2.6,Meets Expectations,43.0,12,29,9.0,3.5,4.9,3,0,0,2011,High,Senior (46+),0,4.2,0.1775147928994083,High,3
EMP05036,2010-01-17,57.0,Female,Single,Region IV-A,Master,Legal/Compliance,Regular,Night,30.0,72500.0,2.7,Meets Expectations,39.0,10,22,19.0,4.2,5.8,5,4,0,2010,Very High,Senior (46+),0,5.0,0.16666666666666666,High,1
EMP04029,2022-04-21,41.0,Female,Single,Region III,Vocational,IT,Contractual,Morning,9.4,43000.0,2.9,Meets Expectations,25.0,15,15,62.0,1.0,5.5,2,2,1,2022,High,Mid-Career (31-45),0,3.25,0.2127659574468085,Moderate,3
EMP03970,2017-04-13,43.0,Female,Married,Region I,Bachelor,Finance,Regular,Afternoon,28.3,63500.0,5.0,Outstanding,49.0,5,21,300.0,3.4,4.1,8,3,0,2017,Very High,Mid-Career (31-45),1,3.75,0.2826855123674912,High,1
EMP05380,2012-02-23,43.0,Male,Single,Region XI,High School,Finance,Contractual,Night,10.8,42000.0,3.0,Meets Expectations,53.0,12,23,300.0,2.9,2.6,2,1,1,2012,High,Mid-Career (31-45),0,2.75,0.18518518518518517,High,3
EMP02709,2017-05-14,32.0,Female,Single,Region III,Bachelor,IT,Contractual,Afternoon,5.5,48500.0,2.8,Meets Expectations,28.0,14,15,54.0,2.0,8.5,1,1,1,2017,High,Mid-Career (31-45),0,5.25,0.18181818181818182,Moderate,3
EMP03954,2018-06-16,44.0,Male,Single,NCR,Bachelor,Finance,Regular,Afternoon,23.4,65000.0,1.0,Needs Improvement,13.0,16,12,10.0,1.4,7.0,1,0,0,2018,Very High,Mid-Career (31-45),0,4.2,0.042735042735042736,Moderate,2
EMP01455,2015-12-07,58.0,Female,Single,NCR,Master,Operations,Regular,Night,27.6,55000.0,3.0,Meets Expectations,45.0,10,33,9.0,3.9,6.0,5,1,0,2015,High,Senior (46+),0,4.95,0.18115942028985507,Very High,1
EMP03869,2014-09-27,42.0,Male,Single,Region III,Bachelor,Sales,Regular,Night,12.0,35000.0,3.9,Exceeds Expectations,36.0,7,20,62.0,5.9,5.7,3,0,1,2014,Medium,Mid-Career (31-45),0,5.800000000000001,0.25,Moderate,3
EMP03041,2019-05-21,51.0,Female,Single,NCR,Bachelor,Customer Service,Regular,Night,22.7,50500.0,4.5,Exceeds Expectations,49.0,9,17,13.0,6.2,2.9,7,6,0,2019,High,Senior (46+),1,4.55,0.30837004405286345,Moderate,1
EMP02773,2009-07-13,58.0,Female,Married,Region I,Bachelor,Customer Service,Contractual,Night,16.9,40500.0,2.9,Meets Expectations,41.0,12,5,300.0,6.7,6.1,3,2,1,2009,High,Senior (46+),0,6.4,0.1775147928994083,Low,3
EMP03316,2017-05-05,58.0,Female,Single,NCR,Vocational,Operations,Contractual,Morning,13.0,28500.0,2.8,Meets Expectations,31.0,15,20,4.0,2.7,4.9,2,1,1,2017,Medium,Senior (46+),0,3.8000000000000003,0.15384615384615385,Moderate,3
EMP01610,2008-02-15,32.0,Female,Single,Region VII,Master,IT,Regular,Night,10.3,65500.0,3.9,Exceeds Expectations,33.0,8,10,237.0,3.9,3.8,2,1,1,2008,Very High,Mid-Career (31-45),0,3.8499999999999996,0.1941747572815534,Low,3
EMP01168,2010-05-21,28.0,Male,Separated,NCR,Bachelor,Operations,Regular,Night,6.1,35500.0,3.2,Meets Expectations,37.0,11,19,7.0,5.2,4.8,1,3,1,2010,Medium,Young (18-30),0,5.0,0.1639344262295082,Moderate,3
EMP01731,2009-11-01,31.0,Female,Single,Region III,Bachelor,Operations,Contractual,Graveyard,7.7,31000.0,3.1,Meets Expectations,53.0,16,21,27.0,4.9,1.9,1,2,1,2009,Medium,Mid-Career (31-45),0,3.4000000000000004,0.12987012987012986,High,3
EMP05272,2018-01-06,58.0,Female,Single,Region III,Bachelor,Legal/Compliance,Project-based,Morning,12.0,46000.0,1.0,Needs Improvement,37.0,18,17,46.0,1.0,4.8,1,2,1,2018,High,Senior (46+),0,2.9,0.08333333333333333,Moderate,2
EMP04359,2011-05-19,32.0,Male,Married,NCR,Master,Customer Service,Regular,Night,10.9,42500.0,1.1,Needs Improvement,3.0,19,18,8.0,1.4,8.3,1,2,1,2011,High,Mid-Career (31-45),0,4.8500000000000005,0.09174311926605504,Moderate,2
EMP04897,2016-02-29,47.0,Male,Married,NCR,Bachelor,Operations,Contractual,Night,7.9,34500.0,1.0,Needs Improvement,25.0,13,35,7.0,3.0,3.0,0,0,1,2016,Medium,Senior (46+),0,3.0,0.0,Very High,2
EMP03075,2009-05-31,37.0,Female,Single,NCR,Bachelor,Customer Service,Regular,Graveyard,13.4,41500.0,3.4,Meets Expectations,38.0,9,28,11.0,5.0,3.6,4,1,1,2009,High,Mid-Career (31-45),0,4.3,0.29850746268656714,High,3
EMP05093,2017-07-27,39.0,Female,Widowed,Region III,Bachelor,Finance,Regular,Morning,21.2,56500.0,4.4,Exceeds Expectations,46.0,9,20,81.0,4.9,4.5,6,3,1,2017,High,Mid-Career (31-45),1,4.7,0.2830188679245283,Moderate,1
EMP04701,2009-08-03,57.0,Female,Married,NCR,Master,IT,Regular,Graveyard,29.5,81000.0,2.7,Meets Expectations,18.0,12,22,8.0,5.6,4.5,6,2,0,2009,Very High,Senior (46+),0,5.05,0.2033898305084746,High,1
EMP02623,2008-09-08,28.0,Female,Married,Region XI,High School,HR,Regular,Graveyard,8.9,27000.0,4.2,Exceeds Expectations,23.0,8,11,300.0,3.7,5.4,2,1,1,2008,Medium,Young (18-30),1,4.550000000000001,0.2247191011235955,Moderate,3
EMP01588,2013-01-14,51.0,Female,Married,NCR,Master,Operations,Regular,Afternoon,26.4,60500.0,3.2,Meets Expectations,56.0,11,30,10.0,4.7,6.6,6,1,1,2013,Very High,Senior (46+),0,5.65,0.2272727272727273,High,1
EMP02402,2023-08-15,43.0,Female,Single,Region III,Bachelor,Operations,Contractual,Night,6.7,27500.0,1.0,Needs Improvement,32.0,24,28,79.0,1.0,4.8,0,1,1,2023,Medium,Mid-Career (31-45),0,2.9,0.0,High,2
EMP04046,2008-05-20,58.0,Male,Married,NCR,Bachelor,IT,Contractual,Afternoon,15.1,53500.0,3.2,Meets Expectations,49.0,12,6,6.0,4.3,6.7,3,3,1,2008,High,Senior (46+),0,5.5,0.19867549668874174,Low,3
EMP04225,2011-10-01,41.0,Male,Married,NCR,Bachelor,Operations,Regular,Morning,13.7,34000.0,3.8,Exceeds Expectations,54.0,19,36,4.0,1.4,5.4,3,2,1,2011,Medium,Mid-Career (31-45),0,3.4000000000000004,0.21897810218978103,Very High,3
EMP02701,2009-09-29,24.0,Female,Single,NCR,Vocational,Legal/Compliance,Contractual,Morning,2.3,35500.0,3.0,Meets Expectations,26.0,13,23,14.0,1.9,6.7,0,0,1,2009,Medium,Young (18-30),0,4.3,0.0,High,2
EMP04089,2009-11-08,35.0,Male,Married,Region XI,Bachelor,HR,Regular,Graveyard,12.5,38000.0,4.1,Exceeds Expectations,42.0,7,15,300.0,5.5,4.9,3,2,1,2009,Medium,Mid-Career (31-45),1,5.2,0.24,Moderate,3
EMP05880,2020-04-17,56.0,Female,Single,NCR,High School,Customer Service,Regular,Morning,29.8,36500.0,4.8,Outstanding,30.0,30,31,11.0,5.1,4.3,8,2,0,2020,Medium,Senior (46+),1,4.699999999999999,0.2684563758389262,Very High,2
EMP03982,2011-06-02,44.0,Male,Single,Region III,Bachelor,Operations,Regular,Night,14.2,40500.0,4.1,Exceeds Expectations,19.0,10,27,74.0,7.3,1.5,4,1,0,2011,High,Mid-Career (31-45),1,4.4,0.28169014084507044,High,3
EMP01041,2010-04-17,54.0,Female,Married,Region I,Master,Operations,Regular,Morning,21.9,54500.0,4.1,Exceeds Expectations,45.0,14,25,295.0,1.9,5.0,6,0,1,2010,High,Senior (46+),1,3.45,0.27397260273972607,High,1
EMP02380,2009-06-01,32.0,Female,Married,NCR,Vocational,HR,Project-based,Graveyard,4.4,19000.0,4.5,Exceeds Expectations,67.0,12,16,5.0,6.3,2.9,2,0,0,2009,Low,Mid-Career (31-45),1,4.6,0.45454545454545453,Moderate,3
EMP03090,2008-10-26,43.0,Male,Single,Region I,Bachelor,Sales,Project-based,Afternoon,5.6,22500.0,3.0,Meets Expectations,52.0,14,24,105.0,5.2,2.8,1,2,1,2008,Low,Mid-Career (31-45),0,4.0,0.17857142857142858,High,3
EMP03176,2019-11-16,50.0,Female,Single,Region IV-A,Bachelor,Customer Service,Contractual,Night,11.8,34000.0,2.9,Meets Expectations,56.0,14,17,54.0,5.1,5.7,2,2,0,2019,Medium,Senior (46+),0,5.4,0.1694915254237288,Moderate,3
EMP04218,2011-02-11,37.0,Male,Single,Region IV-A,Bachelor,Operations,Regular,Afternoon,10.7,35000.0,2.9,Meets Expectations,43.0,21,29,20.0,2.2,9.4,2,1,0,2011,Medium,Mid-Career (31-45),0,5.800000000000001,0.1869158878504673,High,2
EMP03886,2015-02-24,37.0,Female,Separated,NCR,Vocational,Customer Service,Regular,Night,14.3,38000.0,1.2,Needs Improvement,12.0,14,20,8.0,2.1,6.9,1,2,1,2015,Medium,Mid-Career (31-45),0,4.5,0.06993006993006992,Moderate,2
EMP01075,2016-03-07,45.0,Female,Married,Region XI,PhD,IT,Project-based,Night,10.1,76000.0,3.7,Exceeds Expectations,39.0,12,24,265.0,1.8,5.4,2,1,1,2016,Very High,Mid-Career (31-45),0,3.6,0.19801980198019803,High,3
EMP04962,2012-08-07,58.0,Female,Single,Region VII,Bachelor,Sales,Regular,Morning,22.7,38500.0,2.8,Meets Expectations,35.0,16,9,167.0,4.8,6.2,4,1,0,2012,Medium,Senior (46+),0,5.5,0.1762114537444934,Low,1
EMP05644,2023-12-13,49.0,Male,Married,Region XI,Bachelor,Operations,Regular,Night,20.2,41000.0,3.1,Meets Expectations,36.0,10,16,251.0,2.1,6.2,5,3,0,2023,High,Senior (46+),0,4.15,0.24752475247524752,Moderate,3
EMP03658,2020-09-25,58.0,Female,Single,NCR,High School,Customer Service,Project-based,Afternoon,12.9,27000.0,3.6,Exceeds Expectations,49.0,8,20,7.0,4.5,5.1,3,4,1,2020,Medium,Senior (46+),0,4.8,0.23255813953488372,Moderate,3
EMP04181,2014-11-30,53.0,Male,Single,Region III,Vocational,Operations,Contractual,Night,9.7,23500.0,3.9,Exceeds Expectations,71.0,7,19,78.0,4.3,4.6,2,3,1,2014,Low,Senior (46+),0,4.449999999999999,0.2061855670103093,Moderate,3
EMP03077,2008-10-29,38.0,Female,Single,Region IV-A,Vocational,Operations,Regular,Afternoon,13.7,33000.0,1.0,Needs Improvement,25.0,20,24,38.0,2.6,5.0,1,2,1,2008,Medium,Mid-Career (31-45),0,3.8,0.07299270072992702,High,2
EMP01442,2011-04-28,52.0,Male,Married,NCR,Master,Legal/Compliance,Regular,Morning,23.8,69500.0,3.5,Exceeds Expectations,28.0,11,18,6.0,2.6,6.7,5,0,1,2011,Very High,Senior (46+),0,4.65,0.21008403361344538,Moderate,3
EMP05101,2011-05-02,42.0,Female,Married,Region VII,Bachelor,IT,Project-based,Night,7.9,47500.0,3.0,Meets Expectations,34.0,10,21,300.0,5.2,6.4,1,2,1,2011,High,Mid-Career (31-45),0,5.800000000000001,0.12658227848101264,High,3
EMP03052,2016-01-04,53.0,Female,Single,NCR,Bachelor,Finance,Regular,Morning,30.0,64000.0,4.2,Exceeds Expectations,30.0,9,23,10.0,6.3,3.1,8,1,0,2016,Very High,Senior (46+),1,4.7,0.26666666666666666,High,1
EMP03542,2020-07-07,35.0,Male,Single,Region VII,Bachelor,Marketing,Contractual,Morning,5.7,38500.0,2.7,Meets Expectations,27.0,10,27,126.0,3.4,3.6,1,2,1,2020,Medium,Mid-Career (31-45),0,3.5,0.17543859649122806,High,3
EMP04307,2021-05-30,40.0,Male,Separated,Region III,Bachelor,Sales,Regular,Graveyard,10.2,24500.0,4.2,Exceeds Expectations,42.0,7,15,74.0,4.2,4.6,2,0,0,2021,Low,Mid-Career (31-45),1,4.4,0.19607843137254904,Moderate,3
EMP02302,2019-02-21,30.0,Female,Separated,Region XI,Vocational,Customer Service,Contractual,Night,5.0,21500.0,5.0,Outstanding,48.0,7,20,300.0,6.6,2.0,1,5,1,2019,Low,Young (18-30),1,4.3,0.2,Moderate,3
EMP02782,2019-05-19,33.0,Female,Single,Region IV-A,Bachelor,Customer Service,Regular,Graveyard,9.4,34500.0,3.0,Meets Expectations,40.0,13,26,34.0,4.6,3.1,2,4,0,2019,Medium,Mid-Career (31-45),0,3.8499999999999996,0.2127659574468085,High,3
EMP05839,2013-09-01,28.0,Female,Married,Region XI,Vocational,Operations,Regular,Night,5.8,27500.0,2.7,Meets Expectations,39.0,10,28,300.0,3.5,3.0,1,0,1,2013,Medium,Young (18-30),0,3.25,0.1724137931034483,High,3
EMP04431,2015-04-24,58.0,Male,Single,NCR,Vocational,HR,Project-based,Graveyard,11.5,32500.0,2.9,Meets Expectations,35.0,15,6,12.0,5.9,5.7,2,1,0,2015,Medium,Senior (46+),0,5.800000000000001,0.17391304347826086,Low,3
